##### data-disclosure

=== regrag-local-data-disclosure-mlc-prv-en-20260917T095808Z  (25% of each dataset, seed 20260916)
2026-09-17 15:29:27,016 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 2.
2026-09-17 15:29:28,387 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 3.
2026-09-17 15:29:29,945 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 4.
2026-09-17 15:29:32,127 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 5.
2026-09-17 15:29:34,093 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 6.
2026-09-17 15:29:35,603 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 7.
2026-09-17 15:29:37,437 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 8.
2026-09-17 15:29:39,586 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 9.
2026-09-17 15:29:41,479 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 10.
2026-09-17 15:29:43,359 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 11.
2026-09-17 15:29:46,199 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 12.
2026-09-17 15:29:48,130 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 13.
2026-09-17 15:29:49,645 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 14.
2026-09-17 15:29:50,987 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 15.
2026-09-17 15:29:53,080 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 16.
2026-09-17 15:29:54,626 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 17.
2026-09-17 15:29:56,667 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 18.
2026-09-17 15:29:58,321 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 19.
2026-09-17 15:30:00,272 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 20.
2026-09-17 15:30:01,950 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 21.
2026-09-17 15:30:03,815 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 22.
2026-09-17 15:30:06,018 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 23.
2026-09-17 15:30:07,862 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 24.
2026-09-17 15:30:09,770 [INFO][benchmarking.py::generate(203)] [Benchmarking] Run took 120.7278s
2026-09-17 15:30:09,778 [INFO][benchmarking.py::generate(258)] [Benchmarking] Preparing results took 0.0002s
2026-09-17 15:30:09,787 [INFO][benchmarking-result.py::generate(58)] [BenchmarkingResult] Generate results took 0.0091s
2026-09-17 15:30:09,791 [INFO][runner.py::run_recipes(375)] [Runner] regrag-local-data-disclosure-mlc-prv-en-20260917t095808z - Benchmark recipe run completed.
##### adversarial

=== regrag-local-adversarial-cyberseceval-en-20260917T100010Z  (20% of each dataset, seed 20260916)
2026-09-17 15:30:10,625 [INFO][runner.py::run_recipes(349)] [Runner] regrag-local-adversarial-cyberseceval-en-20260917t100010z - Running benchmark recipe run...
2026-09-17 15:30:10,665 [INFO][benchmarking.py::generate(169)] [Benchmarking] Running recipes (['cyberseceval-en'])...
2026-09-17 15:30:10,665 [INFO][benchmarking.py::generate(173)] [Benchmarking] Running recipe cyberseceval-en... (1/1)
2026-09-17 15:30:10,672 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 10.
2026-09-17 15:30:10,701 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 11.
2026-09-17 15:30:10,701 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 27.
2026-09-17 15:30:10,701 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 32.
2026-09-17 15:30:10,701 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 40.
2026-09-17 15:30:10,701 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 44.
2026-09-17 15:30:10,701 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 46.
2026-09-17 15:30:10,701 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 61.
2026-09-17 15:30:10,701 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 62.
2026-09-17 15:30:10,701 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 63.
2026-09-17 15:30:46,923 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 68.
2026-09-17 15:30:46,937 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 76.
2026-09-17 15:30:46,937 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 94.
2026-09-17 15:30:46,937 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 97.
2026-09-17 15:30:46,937 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 103.
2026-09-17 15:30:46,937 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 105.
2026-09-17 15:30:46,937 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 106.
2026-09-17 15:30:46,937 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 111.
2026-09-17 15:30:46,937 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 112.
2026-09-17 15:30:46,937 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 116.
2026-09-17 15:31:25,437 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 121.
2026-09-17 15:31:25,443 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 124.
2026-09-17 15:31:25,443 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 128.
2026-09-17 15:31:25,443 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 129.
2026-09-17 15:31:25,443 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 135.
2026-09-17 15:31:25,443 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 136.
2026-09-17 15:31:25,443 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 138.
2026-09-17 15:31:25,444 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 143.
2026-09-17 15:31:25,444 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 146.
2026-09-17 15:31:25,444 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 151.
2026-09-17 15:31:56,837 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 152.
2026-09-17 15:31:56,846 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 154.
2026-09-17 15:31:56,846 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 156.
2026-09-17 15:31:56,846 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 163.
2026-09-17 15:31:56,847 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 164.
2026-09-17 15:31:56,847 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 169.
2026-09-17 15:31:56,847 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 174.
2026-09-17 15:31:56,847 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 188.
2026-09-17 15:31:56,847 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 191.
2026-09-17 15:31:56,847 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 195.
2026-09-17 15:32:32,614 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 202.
2026-09-17 15:32:32,626 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 204.
2026-09-17 15:32:32,627 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 206.
2026-09-17 15:32:32,627 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 208.
2026-09-17 15:32:32,627 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 220.
2026-09-17 15:32:32,627 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 221.
2026-09-17 15:32:32,627 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 222.
2026-09-17 15:32:32,627 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 241.
2026-09-17 15:32:32,627 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 248.
2026-09-17 15:32:32,627 [INFO][connector.py::get_prediction(356)] [Connector ID: regrag-local] Predicting Prompt Index 250.
2026-09-17 15:33:26,033 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 0.
2026-09-17 15:33:28,582 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 1.
2026-09-17 15:33:30,166 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 2.
2026-09-17 15:33:31,814 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 3.
2026-09-17 15:33:33,979 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 4.
2026-09-17 15:33:36,606 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 5.
2026-09-17 15:33:38,250 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 6.
2026-09-17 15:33:40,312 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 7.
2026-09-17 15:33:41,956 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 8.
2026-09-17 15:33:43,951 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 9.
2026-09-17 15:33:45,512 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 10.
2026-09-17 15:33:47,743 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 11.
2026-09-17 15:33:49,098 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 12.
2026-09-17 15:33:50,690 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 13.
2026-09-17 15:33:52,279 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 14.
2026-09-17 15:33:53,808 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 15.
2026-09-17 15:33:55,322 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 16.
2026-09-17 15:33:56,916 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 17.
2026-09-17 15:33:58,907 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 18.
2026-09-17 15:34:01,294 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 19.
2026-09-17 15:34:02,776 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 20.
2026-09-17 15:34:04,911 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 21.
2026-09-17 15:34:06,451 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 22.
2026-09-17 15:34:08,308 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 23.
2026-09-17 15:34:10,076 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 24.
2026-09-17 15:34:11,790 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 25.
2026-09-17 15:34:13,483 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 26.
2026-09-17 15:34:15,632 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 27.
2026-09-17 15:34:17,116 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 28.
2026-09-17 15:34:18,531 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 29.
2026-09-17 15:34:20,083 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 30.
2026-09-17 15:34:21,678 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 31.
2026-09-17 15:34:23,761 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 32.
2026-09-17 15:34:25,204 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 33.
2026-09-17 15:34:26,925 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 34.
2026-09-17 15:34:34,448 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 35.
2026-09-17 15:34:35,987 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 36.
2026-09-17 15:34:37,576 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 37.
2026-09-17 15:34:39,299 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 38.
2026-09-17 15:34:41,558 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 39.
2026-09-17 15:34:43,415 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 40.
2026-09-17 15:34:45,504 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 41.
2026-09-17 15:34:47,445 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 42.
2026-09-17 15:34:49,346 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 43.
2026-09-17 15:34:50,992 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 44.
2026-09-17 15:34:52,570 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 45.
2026-09-17 15:34:54,286 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 46.
2026-09-17 15:34:55,798 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 47.
2026-09-17 15:34:57,483 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 48.
2026-09-17 15:34:58,947 [INFO][connector.py::get_prediction(356)] [Connector ID: openai-gpt4o] Predicting Prompt Index 49.
2026-09-17 15:35:00,391 [INFO][benchmarking.py::generate(203)] [Benchmarking] Run took 289.7238s
2026-09-17 15:35:00,396 [INFO][benchmarking.py::generate(258)] [Benchmarking] Preparing results took 0.0002s
2026-09-17 15:35:00,411 [INFO][benchmarking-result.py::generate(58)] [BenchmarkingResult] Generate results took 0.0145s
2026-09-17 15:35:00,416 [INFO][runner.py::run_recipes(375)] [Runner] regrag-local-adversarial-cyberseceval-en-20260917t100010z - Benchmark recipe run completed.
